2005	20151
2246	19059
14296	18781
11791	19001
14912	18472
9523	20169
11808	18046
11317	20696
7283	18203
11640	20206
15168	18486
494	18048
11520	18008
565	20671
13476	19129
15628	19322
16844	20465
11541	18201
7237	18006
10822	19865
11200	19655
11200	19655
7715	17976
11441	18905
6575	18352
12364	20481
565	18013
16294	18117
16294	18117
16294	18117
11017	19985
568	17983
11704	17931
11393	19651
9204	20149
9204	20149
11614	17970
9866	20201
430	17904
14551	20425
9937	20222
58	18454
7001	18028
14429	18275
7446	20209
16018	20159
17703	20072
7421	17960
10735	18136
17014	17982
11007	18489
1406	19349
7349	17932
14350	18530
17516	17873
12247	18540
14517	18505
4689	20189
4689	20189
84	20186
17227	18054
10935	18235
10571	18050
4675	19908
4675	19908
6633	19390
6633	19390
5356	18693
514	18716
12848	18898
7286	18212
17656	20229
1001	19769
15305	19136
9215	17878
9215	17878
12516	20678
11821	20316
12000	18577
7338	17951
240	17890
7531	18279
7531	18279
6863	18236
569	18133
297	18027
5080	19739
5080	19739
16911	17839
17707	20041
7482	20170
7482	20170
292	17896
4830	17973
8508	20070
7326	19399
16117	18009
16442	18019
16442	18019
9555	20615
10936	20100
12072	20543
10715	19332
12611	19536
7347	18486
8375	17779
8375	17779
10652	19320
10652	19320
8423	20262
8423	20262
13723	18543
16081	20233
4883	17975
4242	19391
11229	18139
1524	20203
590	17982
10093	20162
12200	20383
4126	20153
6387	18026
6387	18026
16127	18341
11389	20171
9116	20300
9116	20300
9968	20470
5258	17805
13063	20594
13063	20594
15847	19104
6928	19481
11531	18015
16167	20235
9526	18014
611	20350
2129	20192
9127	20196
17679	20046
11865	18554
5080	20678
5080	20678
6544	18016
15227	17842
4099	20207
4099	20207
10552	18034
7562	18004
11647	20300
7564	20291
443	17911
7013	18021
177	17888
4347	20177
11677	18210
3437	20529
6904	19079
12421	19680
6773	18236
6773	18236
11658	18790
16181	18546
5295	20583
5547	18201
16220	20196
11330	19714
4546	20218
5159	18203
5068	17834
5068	17834
16178	20202
7336	18654
14542	18046
170	20300
4651	20175
12621	19381
475	18768
354	20421
11600	20550
9057	20161
9057	20161
12990	17806
7578	20168
7273	20685
8791	20223
8791	20223
245	17875
3711	18413
3711	18413
10419	18213
485	20152
10943	19177
5191	20134
9092	19185
4681	19911
4681	19911
3719	19307
3719	19307
15867	18187
8225	17833
11316	19725
16307	17957
16307	17957
16307	17957
1048	20032
11312	20709
13058	18607
17690	18201
13031	18369
17624	17893
6074	20623
6074	20623
17584	20409
11937	20210
15380	18781
6972	20601
4649	18001
11387	18542
8543	17909
2414	20432
16048	18226
3460	20144
15679	18731
12359	17852
5088	18204
5088	18204
11409	18905
90	20630
8817	20165
8817	20165
6909	20328
7288	18133
14849	18507
198	20214
1724	19043
12820	18235
16321	20369
16321	20369
16321	20369
17217	17993
17626	18624
11449	18564
10683	18522
10683	18522
5178	18640
17232	18824
6914	17778
10576	20196
11974	18023
16137	18213
4335	18054
4335	18054
107	18238
12654	17787
10080	18016
5502	17778
6926	19912
12999	19796
2638	17874
5254	18507
10546	19973
11920	20419
1207	17990
8792	19372
8792	19372
111	18031
107	18015
11892	18026
13554	20184
5260	20641
17714	20623
12075	20582
3675	17795
11643	18558
4329	20169
4329	20169
17595	19447
8448	20196
156	17848
6615	20223
6615	20223
6615	20223
5659	17898
5427	17787
8668	20227
4785	20632
14605	18590
4324	19866
4324	19866
11135	20362
4615	18056
12686	19351
14620	18569
17698	18577
11453	20134
5266	20169
6495	18419
6495	18419
11450	20134
12712	18738
11862	18868
5263	18543
16368	18131
16368	18131
16368	18131
16368	18131
10489	20238
17500	20212
13142	20211
7004	17852
546	17931
8821	17905
651	18326
13041	20238
17136	18034
1125	17910
7235	18240
7237	18119
17520	18275
6949	20169
16573	18016
4250	19388
14088	20194
10935	18902
16297	18201
16297	18201
16297	18201
13210	20670
9138	19819
4448	20204
7333	18237
14398	17774
4139	19048
10108	20194
12731	19572
3759	18033
3759	18033
10502	20297
28	18379
28	18379
9149	19171
4317	20169
4317	20169
11602	19072
393	18009
16638	18011
12864	18009
4446	20593
7409	17999
7731	18299
128	20249
6899	18257
3714	20224
3714	20224
8999	19375
8999	19375
10131	18034
10372	19303
10372	19303
10372	19303
16329	17960
16329	17960
16329	17960
13054	18890
3853	20317
3853	20317
2459	17889
