20151	2005
19059	2246
18781	14296
19001	11791
18472	14912
20169	9523
18046	11808
20696	11317
18203	7283
20206	11640
18486	15168
18048	494
18008	11520
20671	565
19129	13476
19322	15628
20465	16844
18201	11541
18006	7237
19865	10822
19655	11200
19655	11200
17976	7715
18905	11441
18352	6575
20481	12364
18013	565
18117	16294
18117	16294
18117	16294
19985	11017
17983	568
17931	11704
19651	11393
20149	9204
20149	9204
17970	11614
20201	9866
17904	430
20425	14551
20222	9937
18454	58
18028	7001
18275	14429
20209	7446
20159	16018
20072	17703
17960	7421
18136	10735
17982	17014
18489	11007
19349	1406
17932	7349
18530	14350
17873	17516
18540	12247
18505	14517
20189	4689
20189	4689
20186	84
18054	17227
18235	10935
18050	10571
19908	4675
19908	4675
19390	6633
19390	6633
18693	5356
18716	514
18898	12848
18212	7286
20229	17656
19769	1001
19136	15305
17878	9215
17878	9215
20678	12516
20316	11821
18577	12000
17951	7338
17890	240
18279	7531
18279	7531
18236	6863
18133	569
18027	297
19739	5080
19739	5080
17839	16911
20041	17707
20170	7482
20170	7482
17896	292
17973	4830
20070	8508
19399	7326
18009	16117
18019	16442
18019	16442
20615	9555
20100	10936
20543	12072
19332	10715
19536	12611
18486	7347
17779	8375
17779	8375
19320	10652
19320	10652
20262	8423
20262	8423
18543	13723
20233	16081
17975	4883
19391	4242
18139	11229
20203	1524
17982	590
20162	10093
20383	12200
20153	4126
18026	6387
18026	6387
18341	16127
20171	11389
20300	9116
20300	9116
20470	9968
17805	5258
20594	13063
20594	13063
19104	15847
19481	6928
18015	11531
20235	16167
18014	9526
20350	611
20192	2129
20196	9127
20046	17679
18554	11865
20678	5080
20678	5080
18016	6544
17842	15227
20207	4099
20207	4099
18034	10552
18004	7562
20300	11647
20291	7564
17911	443
18021	7013
17888	177
20177	4347
18210	11677
20529	3437
19079	6904
19680	12421
18236	6773
18236	6773
18790	11658
18546	16181
20583	5295
18201	5547
20196	16220
19714	11330
20218	4546
18203	5159
17834	5068
17834	5068
20202	16178
18654	7336
18046	14542
20300	170
20175	4651
19381	12621
18768	475
20421	354
20550	11600
20161	9057
20161	9057
17806	12990
20168	7578
20685	7273
20223	8791
20223	8791
17875	245
18413	3711
18413	3711
18213	10419
20152	485
19177	10943
20134	5191
19185	9092
19911	4681
19911	4681
19307	3719
19307	3719
18187	15867
17833	8225
19725	11316
17957	16307
17957	16307
17957	16307
20032	1048
20709	11312
18607	13058
18201	17690
18369	13031
17893	17624
20623	6074
20623	6074
20409	17584
20210	11937
18781	15380
20601	6972
18001	4649
18542	11387
17909	8543
20432	2414
18226	16048
20144	3460
18731	15679
17852	12359
18204	5088
18204	5088
18905	11409
20630	90
20165	8817
20165	8817
20328	6909
18133	7288
18507	14849
20214	198
19043	1724
18235	12820
20369	16321
20369	16321
20369	16321
17993	17217
18624	17626
18564	11449
18522	10683
18522	10683
18640	5178
18824	17232
17778	6914
20196	10576
18023	11974
18213	16137
18054	4335
18054	4335
18238	107
17787	12654
18016	10080
17778	5502
19912	6926
19796	12999
17874	2638
18507	5254
19973	10546
20419	11920
17990	1207
19372	8792
19372	8792
18031	111
18015	107
18026	11892
20184	13554
20641	5260
20623	17714
20582	12075
17795	3675
18558	11643
20169	4329
20169	4329
19447	17595
20196	8448
17848	156
20223	6615
20223	6615
20223	6615
17898	5659
17787	5427
20227	8668
20632	4785
18590	14605
19866	4324
19866	4324
20362	11135
18056	4615
19351	12686
18569	14620
18577	17698
20134	11453
20169	5266
18419	6495
18419	6495
20134	11450
18738	12712
18868	11862
18543	5263
18131	16368
18131	16368
18131	16368
18131	16368
20238	10489
20212	17500
20211	13142
17852	7004
17931	546
17905	8821
18326	651
20238	13041
18034	17136
17910	1125
18240	7235
18119	7237
18275	17520
20169	6949
18016	16573
19388	4250
20194	14088
18902	10935
18201	16297
18201	16297
18201	16297
20670	13210
19819	9138
20204	4448
18237	7333
17774	14398
19048	4139
20194	10108
19572	12731
18033	3759
18033	3759
20297	10502
18379	28
18379	28
19171	9149
20169	4317
20169	4317
19072	11602
18009	393
18011	16638
18009	12864
20593	4446
17999	7409
18299	7731
20249	128
18257	6899
20224	3714
20224	3714
19375	8999
19375	8999
18034	10131
19303	10372
19303	10372
19303	10372
17960	16329
17960	16329
17960	16329
18890	13054
20317	3853
20317	3853
17889	2459
18229	5247
20321	15571
20160	6992
18510	13702
20165	13957
20689	12094
18124	7228
18594	7797
19217	14596
17806	14989
17838	565
19385	11473
17816	15254
19178	189
18046	13244
17784	11107
19178	15150
20220	2226
17805	13999
18821	12032
20330	11409
18632	7846
18387	1113
18033	9698
17776	10900
19934	15377
18030	9675
20179	4335
20179	4335
18568	8185
17820	14425
18167	3712
18167	3712
18029	16193
20237	2195
20622	443
17910	12161
17820	17627
17915	17049
18716	247
20510	12214
20215	7017
20198	8857
20198	8857
20377	17674
17943	4828
19016	17440
17770	17504
20277	16319
20277	16319
20277	16319
20525	6089
20525	6089
20524	9103
20524	9103
20184	10591
20200	17588
18019	4002
18019	4002
20182	292
17906	6272
17906	6272
19038	15812
19038	15812
18027	543
17941	4829
17999	13526
20671	135
20705	16333
20705	16333
20705	16333
18099	6972
20675	7021
20224	2144
18763	7229
17896	14590
17820	5104
17820	5104
18057	8809
18057	8809
18670	10089
17874	17592
19579	5245
17924	7241
18213	15627
20209	15753
20445	4475
20651	8237
19626	1197
19978	11005
18343	11549
20187	16734
18304	11463
18785	226
17877	4299
17877	4299
17810	15562
20525	6904
20229	5262
19137	15883
20160	156
18233	11733
20473	11554
20499	6855
18500	9243
17882	4305
17882	4305
17902	10005
20619	16364
20619	16364
20619	16364
20619	16364
17928	17601
20323	6954
19948	15348
20461	11802
19520	5244
18018	3721
18018	3721
19161	15988
19161	15988
20546	11583
18543	17707
19608	7333
17813	532
18411	9195
19352	1394
20643	6812
18034	3709
18034	3709
18177	17335
17895	11869
17905	17238
17961	10882
20149	5379
17873	14237
17997	6838
20219	10061
20200	9412
20426	11565
18530	14369
20187	9521
18765	4241
17886	8740
20220	1158
20212	16
20212	16
18027	6401
18027	6401
19176	8306
18935	17604
17832	13527
17787	10627
20219	9128
20300	3769
20300	3769
17945	15195
18235	11672
20238	8991
20238	8991
18002	9416
19173	6946
19954	10697
19547	14645
17852	5754
20453	12155
19632	11005
20149	142
20232	6358
17840	4577
17884	12797
20632	6304
20632	6304
20204	9676
18663	12375
20316	7559
20212	8449
20178	10106
18629	11497
18003	10385
18217	322
17914	15389
17983	1618
18222	1406
18426	9245
17875	265
17914	1125
18236	4445
17999	9905
20194	6614
20194	6614
20194	6614
20469	17580
20195	9397
19414	12161
18200	10938
19627	5438
20176	9847
20511	11536
20623	6
20623	6
17783	1385
20355	3782
